[INFO] [2023-03-08 01:55:35,884] [202303080155356140690] [16:139668142229248] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/create
[INFO] [2023-03-08 02:27:08,377] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:27:31,365] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:27:31,372] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:27:31,378] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:27:55,076] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:27:55,083] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:27:55,089] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:28:13,839] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:28:13,846] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:28:13,852] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:28:34,128] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:28:34,135] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:28:34,140] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:28:49,433] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:28:49,440] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:28:49,446] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:29:12,836] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:29:12,843] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:29:12,849] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:29:36,600] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:29:36,607] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:29:36,613] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:29:55,674] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:29:55,681] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:29:55,687] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:30:11,921] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:30:11,928] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:30:11,934] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:30:36,392] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:30:36,399] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:30:36,405] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:30:59,160] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:30:59,167] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:30:59,173] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:31:14,419] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:31:14,426] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:31:14,432] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:31:31,496] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:31:31,509] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:31:31,515] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

